Question,Answer,Score_x,CreationDate,text
How to bundle a Python application including dependencies?,"<p>Kind of a dup of this question about <a href=""http://stackoverflow.com/questions/2933/an-executable-python-app""> how to make a python into an executable</a>. </p>

<p>It boils down to: </p>

<p><a href=""http://www.py2exe.org/"">py2exe</a> on windows, <a href=""http://wiki.python.org/moin/Freeze"">Freeze</a> on Linux, and
<a href=""http://svn.pythonmac.org/py2app/py2app/trunk/doc/index.html"">py2app</a> on Mac.</p>
",43,2008-09-20T01:39:48Z,"Question:
How to bundle a Python application including dependencies?

Answer:
<p>Kind of a dup of this question about <a href=""http://stackoverflow.com/questions/2933/an-executable-python-app""> how to make a python into an executable</a>. </p>

<p>It boils down to: </p>

<p><a href=""http://www.py2exe.org/"">py2exe</a> on windows, <a href=""http://wiki.python.org/moin/Freeze"">Freeze</a> on Linux, and
<a href=""http://svn.pythonmac.org/py2app/py2app/trunk/doc/index.html"">py2app</a> on Mac.</p>
"
Unit Testing File Modifications,"<p>You're talking about testing too much at once.  If you start trying to attack a testing problem by saying ""Let's verify that it modifies its environment correctly"", you're doomed to failure.  Environments have dozens, maybe even millions of potential variations.</p>

<p>Instead, look at the pieces (""units"") of your program.  For example, are you going to have a function that determines where the files are that have to be written?  What are the inputs to that function?  Perhaps an environment variable, perhaps some values read from a config file?  Test that function, and don't actually do anything that modifies the filesystem.  Don't pass it ""realistic"" values, pass it values that are easy to verify against.  Make a temporary directory, populate it with files in your test's <code>setUp</code> method.</p>

<p>Then test the code that writes the files.  Just make sure it's writing the right contents file contents.  Don't even write to a real filesystem!  You don't need to make ""fake"" file objects for this, just use Python's handy <code>StringIO</code> modules; they're ""real"" implementations of the ""file"" interface, they're just not the ones that your program is actually going to be writing to.</p>

<p>Ultimately you will have to test the final, everything-is-actually-hooked-up-for-real top-level function that passes the real environment variable and the real config file and puts everything together.  But don't worry about that to get started.  For one thing, you will start picking up tricks as you write individual tests for smaller functions and creating test mocks, fakes, and stubs will become second nature to you.  For another: even if you can't quite figure out how to test that one function call, you will have a very high level of confidence that everything which it is calling works perfectly.  Also, you'll notice that test-driven development forces you to make your APIs clearer and more flexible.  For example: it's much easier to test something that calls an <code>open()</code> method on an object that came from somewhere abstract, than to test something that calls <code>os.open</code> on a string that you pass it.  The <code>open</code> method is flexible; it can be faked, it can be implemented differently, but a string is a string and <code>os.open</code> doesn't give you any leeway to catch what methods are called on it.</p>

<p>You can also build testing tools to make repetitive tasks easy.  For example, twisted provides facilities for creating temporary files for testing <a href=""http://twistedmatrix.com/documents/8.1.0/api/twisted.trial.unittest.TestCase.html#mktemp"">built right into its testing tool</a>.  It's not uncommon for testing tools or larger projects with their own test libraries to have functionality like this.</p>
",22,2008-09-20T01:56:25Z,"Question:
Unit Testing File Modifications

Answer:
<p>You're talking about testing too much at once.  If you start trying to attack a testing problem by saying ""Let's verify that it modifies its environment correctly"", you're doomed to failure.  Environments have dozens, maybe even millions of potential variations.</p>

<p>Instead, look at the pieces (""units"") of your program.  For example, are you going to have a function that determines where the files are that have to be written?  What are the inputs to that function?  Perhaps an environment variable, perhaps some values read from a config file?  Test that function, and don't actually do anything that modifies the filesystem.  Don't pass it ""realistic"" values, pass it values that are easy to verify against.  Make a temporary directory, populate it with files in your test's <code>setUp</code> method.</p>

<p>Then test the code that writes the files.  Just make sure it's writing the right contents file contents.  Don't even write to a real filesystem!  You don't need to make ""fake"" file objects for this, just use Python's handy <code>StringIO</code> modules; they're ""real"" implementations of the ""file"" interface, they're just not the ones that your program is actually going to be writing to.</p>

<p>Ultimately you will have to test the final, everything-is-actually-hooked-up-for-real top-level function that passes the real environment variable and the real config file and puts everything together.  But don't worry about that to get started.  For one thing, you will start picking up tricks as you write individual tests for smaller functions and creating test mocks, fakes, and stubs will become second nature to you.  For another: even if you can't quite figure out how to test that one function call, you will have a very high level of confidence that everything which it is calling works perfectly.  Also, you'll notice that test-driven development forces you to make your APIs clearer and more flexible.  For example: it's much easier to test something that calls an <code>open()</code> method on an object that came from somewhere abstract, than to test something that calls <code>os.open</code> on a string that you pass it.  The <code>open</code> method is flexible; it can be faked, it can be implemented differently, but a string is a string and <code>os.open</code> doesn't give you any leeway to catch what methods are called on it.</p>

<p>You can also build testing tools to make repetitive tasks easy.  For example, twisted provides facilities for creating temporary files for testing <a href=""http://twistedmatrix.com/documents/8.1.0/api/twisted.trial.unittest.TestCase.html#mktemp"">built right into its testing tool</a>.  It's not uncommon for testing tools or larger projects with their own test libraries to have functionality like this.</p>
"
How best to draw in the console?,"<p>It looks like there is a <a href=""http://en.wikipedia.org/wiki/Curses_(programming_library)"" rel=""nofollow"">curses</a> port/library for Python:</p>

<p><a href=""https://docs.python.org/library/curses.html"" rel=""nofollow"">https://docs.python.org/library/curses.html</a></p>
",5,2008-09-20T02:45:45Z,"Question:
How best to draw in the console?

Answer:
<p>It looks like there is a <a href=""http://en.wikipedia.org/wiki/Curses_(programming_library)"" rel=""nofollow"">curses</a> port/library for Python:</p>

<p><a href=""https://docs.python.org/library/curses.html"" rel=""nofollow"">https://docs.python.org/library/curses.html</a></p>
"
How do you send a HEAD HTTP request in Python 2?,"<p><a href=""https://docs.python.org/2/library/urllib2.html"" rel=""nofollow"">urllib2</a> can be used to perform a HEAD request.  This is a little nicer than using httplib since urllib2 parses the URL for you instead of requiring you to split the URL into host name and path.</p>

<pre><code>&gt;&gt;&gt; import urllib2
&gt;&gt;&gt; class HeadRequest(urllib2.Request):
...     def get_method(self):
...         return ""HEAD""
... 
&gt;&gt;&gt; response = urllib2.urlopen(HeadRequest(""http://google.com/index.html""))
</code></pre>

<p>Headers are available via response.info() as before.  Interestingly, you can find the URL that you were redirected to:</p>

<pre><code>&gt;&gt;&gt; print response.geturl()
http://www.google.com.au/index.html
</code></pre>
",97,2008-09-20T06:38:38Z,"Question:
How do you send a HEAD HTTP request in Python 2?

Answer:
<p><a href=""https://docs.python.org/2/library/urllib2.html"" rel=""nofollow"">urllib2</a> can be used to perform a HEAD request.  This is a little nicer than using httplib since urllib2 parses the URL for you instead of requiring you to split the URL into host name and path.</p>

<pre><code>&gt;&gt;&gt; import urllib2
&gt;&gt;&gt; class HeadRequest(urllib2.Request):
...     def get_method(self):
...         return ""HEAD""
... 
&gt;&gt;&gt; response = urllib2.urlopen(HeadRequest(""http://google.com/index.html""))
</code></pre>

<p>Headers are available via response.info() as before.  Interestingly, you can find the URL that you were redirected to:</p>

<pre><code>&gt;&gt;&gt; print response.geturl()
http://www.google.com.au/index.html
</code></pre>
"
XML-RPC: best way to handle 64-bit values?,"<p>Some libraries support 64 bits extensions, indeed, but there doesn't seem to be a standard. <a href=""http://xmlrpc-c.sourceforge.net/"" rel=""nofollow"">xmlrpc-c</a>, for example, has a so called i8 but it doesn't work with python (at least not by default).</p>

<p>I would recommend to either:</p>

<ul>
<li>Convert the integer to string by hand and send it as such. XMLRPC will convert it to string anyway, so I would say this is reasonable.</li>
<li>Break it in two 32 bits integers and send it as such.</li>
</ul>
",3,2008-09-20T08:27:11Z,"Question:
XML-RPC: best way to handle 64-bit values?

Answer:
<p>Some libraries support 64 bits extensions, indeed, but there doesn't seem to be a standard. <a href=""http://xmlrpc-c.sourceforge.net/"" rel=""nofollow"">xmlrpc-c</a>, for example, has a so called i8 but it doesn't work with python (at least not by default).</p>

<p>I would recommend to either:</p>

<ul>
<li>Convert the integer to string by hand and send it as such. XMLRPC will convert it to string anyway, so I would say this is reasonable.</li>
<li>Break it in two 32 bits integers and send it as such.</li>
</ul>
"
How can I unit test responses from the webapp WSGI application in Google App Engine?,"<p>I have added a <a href=""http://code.google.com/p/gaeunit/source/browse/#svn/trunk/sample_app"">sample application</a> to the GAEUnit project which demonstrates how to write and execute a web test using GAEUnit.  The sample includes a slightly modified version of the '<a href=""http://pythonpaste.org/webtest/index.html"">webtest</a>' module ('import webbrowser' is commented out, as recommended by David Coffin).</p>

<p>Here's the 'web_tests.py' file from the sample application 'test' directory:</p>

<pre><code>import unittest
from webtest import TestApp
from google.appengine.ext import webapp
import index

class IndexTest(unittest.TestCase):

  def setUp(self):
    self.application = webapp.WSGIApplication([('/', index.IndexHandler)], debug=True)

  def test_default_page(self):
    app = TestApp(self.application)
    response = app.get('/')
    self.assertEqual('200 OK', response.status)
    self.assertTrue('Hello, World!' in response)

  def test_page_with_param(self):
    app = TestApp(self.application)
    response = app.get('/?name=Bob')
    self.assertEqual('200 OK', response.status)
    self.assertTrue('Hello, Bob!' in response)
</code></pre>
",10,2008-09-20T08:56:59Z,"Question:
How can I unit test responses from the webapp WSGI application in Google App Engine?

Answer:
<p>I have added a <a href=""http://code.google.com/p/gaeunit/source/browse/#svn/trunk/sample_app"">sample application</a> to the GAEUnit project which demonstrates how to write and execute a web test using GAEUnit.  The sample includes a slightly modified version of the '<a href=""http://pythonpaste.org/webtest/index.html"">webtest</a>' module ('import webbrowser' is commented out, as recommended by David Coffin).</p>

<p>Here's the 'web_tests.py' file from the sample application 'test' directory:</p>

<pre><code>import unittest
from webtest import TestApp
from google.appengine.ext import webapp
import index

class IndexTest(unittest.TestCase):

  def setUp(self):
    self.application = webapp.WSGIApplication([('/', index.IndexHandler)], debug=True)

  def test_default_page(self):
    app = TestApp(self.application)
    response = app.get('/')
    self.assertEqual('200 OK', response.status)
    self.assertTrue('Hello, World!' in response)

  def test_page_with_param(self):
    app = TestApp(self.application)
    response = app.get('/?name=Bob')
    self.assertEqual('200 OK', response.status)
    self.assertTrue('Hello, Bob!' in response)
</code></pre>
"
Disable output buffering,"<p>From <a href=""http://mail.python.org/pipermail/tutor/2003-November/026645.html"">Magnus Lycka answer on a mailing list</a>:</p>

<blockquote>
  <p>You can skip buffering for a whole
  python process using ""python -u"" 
  (or#!/usr/bin/env python -u etc) or by
  setting the environment variable
  PYTHONUNBUFFERED.</p>
  
  <p>You could also replace sys.stdout with
  some other stream like wrapper which
  does a flush after every call.</p>

<pre><code>class Unbuffered(object):
   def __init__(self, stream):
       self.stream = stream
   def write(self, data):
       self.stream.write(data)
       self.stream.flush()
   def __getattr__(self, attr):
       return getattr(self.stream, attr)

import sys
sys.stdout = Unbuffered(sys.stdout)
print 'Hello'
</code></pre>
</blockquote>
",285,2008-09-20T09:17:20Z,"Question:
Disable output buffering

Answer:
<p>From <a href=""http://mail.python.org/pipermail/tutor/2003-November/026645.html"">Magnus Lycka answer on a mailing list</a>:</p>

<blockquote>
  <p>You can skip buffering for a whole
  python process using ""python -u"" 
  (or#!/usr/bin/env python -u etc) or by
  setting the environment variable
  PYTHONUNBUFFERED.</p>
  
  <p>You could also replace sys.stdout with
  some other stream like wrapper which
  does a flush after every call.</p>

<pre><code>class Unbuffered(object):
   def __init__(self, stream):
       self.stream = stream
   def write(self, data):
       self.stream.write(data)
       self.stream.flush()
   def __getattr__(self, attr):
       return getattr(self.stream, attr)

import sys
sys.stdout = Unbuffered(sys.stdout)
print 'Hello'
</code></pre>
</blockquote>
"
PLY: Token shifting problem in C parser,"<p>Not sure why you're doing that level of analysis in your lexer.</p>

<p>Lexical analysis should probably be used to separate the input stream into lexical tokens (number, line-change, keyword and so on).  It's the parsing phase that should be doing that level of analysis, including table lookups for typedefs and such.</p>

<p>That's the way I've always separated the duties between lexx and yacc, my tools of choice.</p>
",3,2008-09-20T12:14:41Z,"Question:
PLY: Token shifting problem in C parser

Answer:
<p>Not sure why you're doing that level of analysis in your lexer.</p>

<p>Lexical analysis should probably be used to separate the input stream into lexical tokens (number, line-change, keyword and so on).  It's the parsing phase that should be doing that level of analysis, including table lookups for typedefs and such.</p>

<p>That's the way I've always separated the duties between lexx and yacc, my tools of choice.</p>
"
How to apply bold style to a specific word in Excel file using Python?,"<p>Found example here: <a href=""http://www.answermysearches.com/generate-an-excel-formatted-file-right-in-python/122/"" rel=""nofollow"">Generate an Excel Formatted File Right in Python</a></p>

<p>Notice that you make a font object and then give it to a style object, and then provide that style object when writing to the sheet:</p>

<pre><code>import pyExcelerator as xl

def save_in_excel(headers,values):
    #Open new workbook
    mydoc=xl.Workbook()
    #Add a worksheet
    mysheet=mydoc.add_sheet(""test"")
    #write headers
    header_font=xl.Font() #make a font object
    header_font.bold=True
    header_font.underline=True
    #font needs to be style actually
    header_style = xl.XFStyle(); header_style.font = header_font
    for col,value in enumerate(headers):
        mysheet.write(0,col,value,header_style)
    #write values and highlight those that match my criteria
    highlighted_row_font=xl.Font() #no real highlighting available?
    highlighted_row_font.bold=True
    highlighted_row_font.colour_index=2 #2 is red,
    highlighted_row_style = xl.XFStyle(); highlighted_row_style.font = highlighted_row_font
    for row_num,row_values in enumerate(values):
        row_num+=1 #start at row 1
        if row_values[1]=='Manatee':
            for col,value in enumerate(row_values):
                #make Manatee's (sp) red
                mysheet.write(row_num,col,value,highlighted_row_style)
        else:
            for col,value in enumerate(row_values):
                #normal row
                mysheet.write(row_num,col,value)
    #save file
    mydoc.save(r'C:testpyexel.xlt')

headers=['Date','Name','Localatity']
data=[
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Manatee','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Manatee','San Jose'],
]

save_in_excel(headers,data)
</code></pre>
",3,2008-09-20T13:20:50Z,"Question:
How to apply bold style to a specific word in Excel file using Python?

Answer:
<p>Found example here: <a href=""http://www.answermysearches.com/generate-an-excel-formatted-file-right-in-python/122/"" rel=""nofollow"">Generate an Excel Formatted File Right in Python</a></p>

<p>Notice that you make a font object and then give it to a style object, and then provide that style object when writing to the sheet:</p>

<pre><code>import pyExcelerator as xl

def save_in_excel(headers,values):
    #Open new workbook
    mydoc=xl.Workbook()
    #Add a worksheet
    mysheet=mydoc.add_sheet(""test"")
    #write headers
    header_font=xl.Font() #make a font object
    header_font.bold=True
    header_font.underline=True
    #font needs to be style actually
    header_style = xl.XFStyle(); header_style.font = header_font
    for col,value in enumerate(headers):
        mysheet.write(0,col,value,header_style)
    #write values and highlight those that match my criteria
    highlighted_row_font=xl.Font() #no real highlighting available?
    highlighted_row_font.bold=True
    highlighted_row_font.colour_index=2 #2 is red,
    highlighted_row_style = xl.XFStyle(); highlighted_row_style.font = highlighted_row_font
    for row_num,row_values in enumerate(values):
        row_num+=1 #start at row 1
        if row_values[1]=='Manatee':
            for col,value in enumerate(row_values):
                #make Manatee's (sp) red
                mysheet.write(row_num,col,value,highlighted_row_style)
        else:
            for col,value in enumerate(row_values):
                #normal row
                mysheet.write(row_num,col,value)
    #save file
    mydoc.save(r'C:testpyexel.xlt')

headers=['Date','Name','Localatity']
data=[
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Manatee','San Jose'],
['June 11, 2006','Greg','San Jose'],
['June 11, 2006','Manatee','San Jose'],
]

save_in_excel(headers,data)
</code></pre>
"
Union and Intersect in Django,"<p>You could use Q objects for #1:</p>

<pre><code># Blogs who have either hockey or django tags.
from django.db.models import Q
Blog.objects.filter(
    Q(tags__name__iexact='hockey') | Q(tags__name__iexact='django')
)
</code></pre>

<p>Unions and intersections, I believe, are a bit outside the scope of the Django ORM, but its possible to to these.  The following examples are from a Django application called called <a href=""http://code.google.com/p/django-tagging/"">django-tagging</a> that provides the functionality. <a href=""http://code.google.com/p/django-tagging/source/browse/trunk/tagging/models.py#346"">Line 346 of models.py</a>: </p>

<p>For part two, you're looking for a union of two queries, basically</p>

<pre><code>def get_union_by_model(self, queryset_or_model, tags):
    """"""
    Create a ``QuerySet`` containing instances of the specified
    model associated with *any* of the given list of tags.
    """"""
    tags = get_tag_list(tags)
    tag_count = len(tags)
    queryset, model = get_queryset_and_model(queryset_or_model)

    if not tag_count:
        return model._default_manager.none()

    model_table = qn(model._meta.db_table)
    # This query selects the ids of all objects which have any of
    # the given tags.
    query = """"""
    SELECT %(model_pk)s
    FROM %(model)s, %(tagged_item)s
    WHERE %(tagged_item)s.content_type_id = %(content_type_id)s
      AND %(tagged_item)s.tag_id IN (%(tag_id_placeholders)s)
      AND %(model_pk)s = %(tagged_item)s.object_id
    GROUP BY %(model_pk)s"""""" % {
        'model_pk': '%s.%s' % (model_table, qn(model._meta.pk.column)),
        'model': model_table,
        'tagged_item': qn(self.model._meta.db_table),
        'content_type_id': ContentType.objects.get_for_model(model).pk,
        'tag_id_placeholders': ','.join(['%s'] * tag_count),
    }

    cursor = connection.cursor()
    cursor.execute(query, [tag.pk for tag in tags])
    object_ids = [row[0] for row in cursor.fetchall()]
    if len(object_ids) &gt; 0:
        return queryset.filter(pk__in=object_ids)
    else:
        return model._default_manager.none()
</code></pre>

<p>For part #3 I believe you're looking for an intersection. See <a href=""http://code.google.com/p/django-tagging/source/browse/trunk/tagging/models.py#307"">line 307 of models.py</a> </p>

<pre><code>def get_intersection_by_model(self, queryset_or_model, tags):
    """"""
    Create a ``QuerySet`` containing instances of the specified
    model associated with *all* of the given list of tags.
    """"""
    tags = get_tag_list(tags)
    tag_count = len(tags)
    queryset, model = get_queryset_and_model(queryset_or_model)

    if not tag_count:
        return model._default_manager.none()

    model_table = qn(model._meta.db_table)
    # This query selects the ids of all objects which have all the
    # given tags.
    query = """"""
    SELECT %(model_pk)s
    FROM %(model)s, %(tagged_item)s
    WHERE %(tagged_item)s.content_type_id = %(content_type_id)s
      AND %(tagged_item)s.tag_id IN (%(tag_id_placeholders)s)
      AND %(model_pk)s = %(tagged_item)s.object_id
    GROUP BY %(model_pk)s
    HAVING COUNT(%(model_pk)s) = %(tag_count)s"""""" % {
        'model_pk': '%s.%s' % (model_table, qn(model._meta.pk.column)),
        'model': model_table,
        'tagged_item': qn(self.model._meta.db_table),
        'content_type_id': ContentType.objects.get_for_model(model).pk,
        'tag_id_placeholders': ','.join(['%s'] * tag_count),
        'tag_count': tag_count,
    }

    cursor = connection.cursor()
    cursor.execute(query, [tag.pk for tag in tags])
    object_ids = [row[0] for row in cursor.fetchall()]
    if len(object_ids) &gt; 0:
        return queryset.filter(pk__in=object_ids)
    else:
        return model._default_manager.none()
</code></pre>
",30,2008-09-20T13:46:52Z,"Question:
Union and Intersect in Django

Answer:
<p>You could use Q objects for #1:</p>

<pre><code># Blogs who have either hockey or django tags.
from django.db.models import Q
Blog.objects.filter(
    Q(tags__name__iexact='hockey') | Q(tags__name__iexact='django')
)
</code></pre>

<p>Unions and intersections, I believe, are a bit outside the scope of the Django ORM, but its possible to to these.  The following examples are from a Django application called called <a href=""http://code.google.com/p/django-tagging/"">django-tagging</a> that provides the functionality. <a href=""http://code.google.com/p/django-tagging/source/browse/trunk/tagging/models.py#346"">Line 346 of models.py</a>: </p>

<p>For part two, you're looking for a union of two queries, basically</p>

<pre><code>def get_union_by_model(self, queryset_or_model, tags):
    """"""
    Create a ``QuerySet`` containing instances of the specified
    model associated with *any* of the given list of tags.
    """"""
    tags = get_tag_list(tags)
    tag_count = len(tags)
    queryset, model = get_queryset_and_model(queryset_or_model)

    if not tag_count:
        return model._default_manager.none()

    model_table = qn(model._meta.db_table)
    # This query selects the ids of all objects which have any of
    # the given tags.
    query = """"""
    SELECT %(model_pk)s
    FROM %(model)s, %(tagged_item)s
    WHERE %(tagged_item)s.content_type_id = %(content_type_id)s
      AND %(tagged_item)s.tag_id IN (%(tag_id_placeholders)s)
      AND %(model_pk)s = %(tagged_item)s.object_id
    GROUP BY %(model_pk)s"""""" % {
        'model_pk': '%s.%s' % (model_table, qn(model._meta.pk.column)),
        'model': model_table,
        'tagged_item': qn(self.model._meta.db_table),
        'content_type_id': ContentType.objects.get_for_model(model).pk,
        'tag_id_placeholders': ','.join(['%s'] * tag_count),
    }

    cursor = connection.cursor()
    cursor.execute(query, [tag.pk for tag in tags])
    object_ids = [row[0] for row in cursor.fetchall()]
    if len(object_ids) &gt; 0:
        return queryset.filter(pk__in=object_ids)
    else:
        return model._default_manager.none()
</code></pre>

<p>For part #3 I believe you're looking for an intersection. See <a href=""http://code.google.com/p/django-tagging/source/browse/trunk/tagging/models.py#307"">line 307 of models.py</a> </p>

<pre><code>def get_intersection_by_model(self, queryset_or_model, tags):
    """"""
    Create a ``QuerySet`` containing instances of the specified
    model associated with *all* of the given list of tags.
    """"""
    tags = get_tag_list(tags)
    tag_count = len(tags)
    queryset, model = get_queryset_and_model(queryset_or_model)

    if not tag_count:
        return model._default_manager.none()

    model_table = qn(model._meta.db_table)
    # This query selects the ids of all objects which have all the
    # given tags.
    query = """"""
    SELECT %(model_pk)s
    FROM %(model)s, %(tagged_item)s
    WHERE %(tagged_item)s.content_type_id = %(content_type_id)s
      AND %(tagged_item)s.tag_id IN (%(tag_id_placeholders)s)
      AND %(model_pk)s = %(tagged_item)s.object_id
    GROUP BY %(model_pk)s
    HAVING COUNT(%(model_pk)s) = %(tag_count)s"""""" % {
        'model_pk': '%s.%s' % (model_table, qn(model._meta.pk.column)),
        'model': model_table,
        'tagged_item': qn(self.model._meta.db_table),
        'content_type_id': ContentType.objects.get_for_model(model).pk,
        'tag_id_placeholders': ','.join(['%s'] * tag_count),
        'tag_count': tag_count,
    }

    cursor = connection.cursor()
    cursor.execute(query, [tag.pk for tag in tags])
    object_ids = [row[0] for row in cursor.fetchall()]
    if len(object_ids) &gt; 0:
        return queryset.filter(pk__in=object_ids)
    else:
        return model._default_manager.none()
</code></pre>
"
How should I best emulate and/or avoid enum's in Python?,"<p>Enums have been proposed for inclusion into the language before, but were rejected (see <a href=""http://www.python.org/dev/peps/pep-0354/"" rel=""nofollow"" title=""PEP 354"">http://www.python.org/dev/peps/pep-0354/</a>), though there are existing packages you could use instead of writing your own implementation:</p>

<ul>
<li>enum: <a href=""http://pypi.python.org/pypi/enum"" rel=""nofollow"" title=""enum"">http://pypi.python.org/pypi/enum</a></li>
<li>SymbolType (not quite the same as enums, but still useful): <a href=""http://pypi.python.org/pypi/SymbolType"" rel=""nofollow"" title=""SymbolType"">http://pypi.python.org/pypi/SymbolType</a></li>
<li><a href=""http://pypi.python.org/pypi?:action=search&amp;term=enum&amp;submit=search"" rel=""nofollow"">Or just do a search</a></li>
</ul>
",6,2008-09-20T15:42:39Z,"Question:
How should I best emulate and/or avoid enum's in Python?

Answer:
<p>Enums have been proposed for inclusion into the language before, but were rejected (see <a href=""http://www.python.org/dev/peps/pep-0354/"" rel=""nofollow"" title=""PEP 354"">http://www.python.org/dev/peps/pep-0354/</a>), though there are existing packages you could use instead of writing your own implementation:</p>

<ul>
<li>enum: <a href=""http://pypi.python.org/pypi/enum"" rel=""nofollow"" title=""enum"">http://pypi.python.org/pypi/enum</a></li>
<li>SymbolType (not quite the same as enums, but still useful): <a href=""http://pypi.python.org/pypi/SymbolType"" rel=""nofollow"" title=""SymbolType"">http://pypi.python.org/pypi/SymbolType</a></li>
<li><a href=""http://pypi.python.org/pypi?:action=search&amp;term=enum&amp;submit=search"" rel=""nofollow"">Or just do a search</a></li>
</ul>
"
"Topological sort, recursive, using generators","<p>Both answers give the same result, but if my reading of the question is correct give the wrong answer to a simple alteration to the given graph - if you add a dependency on 'c' from 'b' (which doesn't introduce a cycle as the graph is directed) the output is: <code>
a
c
d
e
g
f
b
d
e
g
f
</code></p>

<p>which isn't totally helpful. Try this small variation, which keeps track of which nodes of the graph have already been visited:</p>

<pre><code>def get_all(D, k, seen=None):
    if not seen:
        seen = set( )
    if k not in seen:
        seen.add(k)
        yield k
        for ii in D.get(k, []):
            for jj in get_all(D, ii, seen):
                yield jj
</code></pre>
",3,2008-09-20T16:07:18Z,"Question:
Topological sort, recursive, using generators

Answer:
<p>Both answers give the same result, but if my reading of the question is correct give the wrong answer to a simple alteration to the given graph - if you add a dependency on 'c' from 'b' (which doesn't introduce a cycle as the graph is directed) the output is: <code>
a
c
d
e
g
f
b
d
e
g
f
</code></p>

<p>which isn't totally helpful. Try this small variation, which keeps track of which nodes of the graph have already been visited:</p>

<pre><code>def get_all(D, k, seen=None):
    if not seen:
        seen = set( )
    if k not in seen:
        seen.add(k)
        yield k
        for ii in D.get(k, []):
            for jj in get_all(D, ii, seen):
                yield jj
</code></pre>
"
Delete all data for a kind in Google App Engine,"<p>I am currently deleting the entities by their key, and it seems to be faster.</p>

<pre><code>from google.appengine.ext import db

class bulkdelete(webapp.RequestHandler):
    def get(self):
        self.response.headers['Content-Type'] = 'text/plain'
        try:
            while True:
                q = db.GqlQuery(""SELECT __key__ FROM MyModel"")
                assert q.count()
                db.delete(q.fetch(200))
                time.sleep(0.5)
        except Exception, e:
            self.response.out.write(repr(e)+'\n')
            pass
</code></pre>

<p>from the terminal, I run curl -N http://...</p>
",40,2008-09-20T17:34:24Z,"Question:
Delete all data for a kind in Google App Engine

Answer:
<p>I am currently deleting the entities by their key, and it seems to be faster.</p>

<pre><code>from google.appengine.ext import db

class bulkdelete(webapp.RequestHandler):
    def get(self):
        self.response.headers['Content-Type'] = 'text/plain'
        try:
            while True:
                q = db.GqlQuery(""SELECT __key__ FROM MyModel"")
                assert q.count()
                db.delete(q.fetch(200))
                time.sleep(0.5)
        except Exception, e:
            self.response.out.write(repr(e)+'\n')
            pass
</code></pre>

<p>from the terminal, I run curl -N http://...</p>
"
Python Music Library?,"<p>Take a close look at <a href=""http://www.csounds.com/"">cSounds</a>.  There are Python bindings allow you to do pretty flexible digital synthesis.  There are some pretty complete packages available, too.  </p>

<p>See <a href=""http://www.csounds.com/node/188"">http://www.csounds.com/node/188</a> for a package.</p>

<p>See <a href=""http://www.csounds.com/journal/issue6/pythonOpcodes.html"">http://www.csounds.com/journal/issue6/pythonOpcodes.html</a> for information on Python scripting within cSounds.</p>
",36,2008-09-20T17:42:53Z,"Question:
Python Music Library?

Answer:
<p>Take a close look at <a href=""http://www.csounds.com/"">cSounds</a>.  There are Python bindings allow you to do pretty flexible digital synthesis.  There are some pretty complete packages available, too.  </p>

<p>See <a href=""http://www.csounds.com/node/188"">http://www.csounds.com/node/188</a> for a package.</p>

<p>See <a href=""http://www.csounds.com/journal/issue6/pythonOpcodes.html"">http://www.csounds.com/journal/issue6/pythonOpcodes.html</a> for information on Python scripting within cSounds.</p>
"
Is there something like 'autotest' for Python unittests?,"<p>I found <a href=""https://github.com/gfxmonk/autonose"">autonose</a> to be pretty unreliable but <a href=""http://pypi.python.org/pypi/sniffer/0.2.3"">sniffer</a> seems to work very well.</p>

<pre><code>$ pip install sniffer
$ cd myproject
</code></pre>

<p>Then instead of running ""nosetests"", you run:</p>

<pre><code>$ sniffer
</code></pre>

<p>Or instead of <code>nosetests --verbose --with-doctest</code>, you run:</p>

<pre><code>$ sniffer -x--verbose -x--with-doctest
</code></pre>

<p>As described in the <a href=""http://pypi.python.org/pypi/sniffer/0.2.3"">readme</a>, it's a good idea to install one of the platform-specific filesystem-watching libraries, <code>pyinotify</code>, <code>pywin32</code> or <code>MacFSEvents</code> (all installable via <code>pip</code> etc)</p>
",39,2008-09-20T18:07:40Z,"Question:
Is there something like 'autotest' for Python unittests?

Answer:
<p>I found <a href=""https://github.com/gfxmonk/autonose"">autonose</a> to be pretty unreliable but <a href=""http://pypi.python.org/pypi/sniffer/0.2.3"">sniffer</a> seems to work very well.</p>

<pre><code>$ pip install sniffer
$ cd myproject
</code></pre>

<p>Then instead of running ""nosetests"", you run:</p>

<pre><code>$ sniffer
</code></pre>

<p>Or instead of <code>nosetests --verbose --with-doctest</code>, you run:</p>

<pre><code>$ sniffer -x--verbose -x--with-doctest
</code></pre>

<p>As described in the <a href=""http://pypi.python.org/pypi/sniffer/0.2.3"">readme</a>, it's a good idea to install one of the platform-specific filesystem-watching libraries, <code>pyinotify</code>, <code>pywin32</code> or <code>MacFSEvents</code> (all installable via <code>pip</code> etc)</p>
"
